sweep_name,sweep_value,seed_count,mean_reward,std_reward,min_reward,median_reward,max_reward,mean_success_rate,std_success_rate,min_success_rate,median_success_rate,max_success_rate
batch_size,16,6,-10.126824943083255,0.43422396605845137,-10.557820411321043,-10.137560224977474,-9.379758728532918,0.2366666666666667,0.0640832791503889,0.15,0.235,0.34
batch_size,32,6,-9.810876378904487,0.5370726442366767,-10.534994415996003,-9.911481348256647,-9.138038118309119,0.28500000000000003,0.05683308895353129,0.23,0.28,0.39
batch_size,64,6,-66.25185923897057,129.08144583999504,-329.31347870164444,-10.37222504972291,-9.282277937649132,0.24833333333333332,0.043550736694878835,0.19,0.25,0.3
